"gene","guide","estimate","std_error","t_value","df","p_value","fdr","rho","pearson_null","mean_cpm","converged","control","raw_std_error","raw_t_value","raw_p_value","raw_fdr"
"NTCTRL","NTCTRL_45",-0.0635328643282227,0.0609557363303467,-1.04227867880899,7,0.331936047043702,0.761046301100896,5.7450249795288e-05,1069.37512693369,3910.55187267794,TRUE,TRUE,0.0609557363303467,-1.04227867880899,0.331936047043702,0.761046301100896
"NTCTRL","NTCTRL_2",-0.0495975744439378,0.0723231288326739,-0.685777499459216,7,0.514916393698459,0.915205932692887,7.41440317969702e-05,1486.51061248372,3577.20416209778,TRUE,TRUE,0.0723231288326739,-0.685777499459216,0.514916393698459,0.915205932692887
"NTCTRL","NTCTRL_8",-0.049600780564242,0.0589845877595744,-0.840910862451366,7,0.42818475158779,0.85636950317558,5.69670850596889e-05,1092.72174347991,4140.64833860187,TRUE,TRUE,0.0589845877595744,-0.840910862451366,0.42818475158779,0.85636950317558
"TNF","TNF_6",-0.180743247560215,0.0994937019229326,-1.81663003855478,7,0.112120741767411,0.469505606151033,0.000112827976751689,2248.51194143419,2890.67486286195,TRUE,FALSE,0.0994937019229326,-1.81663003855478,0.112120741767411,0.469505606151033
"NTCTRL","NTCTRL_17",-0.0705242888270107,0.10049981984126,-0.701735475132238,7,0.505498767448983,0.915205932692887,0.000128862161788173,2711.06908125202,3213.32316626566,TRUE,TRUE,0.10049981984126,-0.701735475132238,0.505498767448983,0.915205932692887
"NTCTRL","NTCTRL_23",-0.0700212080813504,0.0659292561442873,-1.06206579865102,7,0.323467606231615,0.761046301100896,7.08586856809245e-05,1469.43324243928,4119.23304443616,TRUE,TRUE,0.0659292561442873,-1.06206579865102,0.323467606231615,0.761046301100896
"LRIG3","LRIG3_2",-0.10612602112005,0.070180773161769,-1.51218084866956,7,0.174246713864944,0.636333327813982,6.86442471544002e-05,1433.76859186396,3525.82456316607,TRUE,FALSE,0.070180773161769,-1.51218084866956,0.174246713864944,0.636333327813982
"P2RY8","P2RY8_1",-0.0877519017182961,0.103206104094038,-0.850258833899397,7,0.423306730380084,0.852978975502725,0.000205612338432633,4178.47281222326,4868.82055037676,TRUE,FALSE,0.103206104094038,-0.850258833899397,0.423306730380084,0.852978975502725
"TNF","TNF_3",-0.165953751866474,0.0847321917028637,-1.95856791298915,7,0.0910115264288908,0.427913843560399,9.97937790591262e-05,1752.22830339657,3524.30607215065,TRUE,FALSE,0.0847321917028637,-1.95856791298915,0.0910115264288908,0.427913843560399
"FBXO45","FBXO45_4",-0.0473266801638564,0.0664663142214717,-0.712040087045593,7,0.499476904444168,0.915205932692887,7.05943275075681e-05,1372.58733489751,4034.97675217938,TRUE,FALSE,0.0664663142214717,-0.712040087045593,0.499476904444168,0.915205932692887
"NTCTRL","NTCTRL_43",-0.0989646701022268,0.0390384267930668,-2.53505784510259,7,0.0389441149866413,0.231933840364886,2.07058222874635e-05,427.16792729351,3479.74045568511,TRUE,TRUE,0.0390384267930668,-2.53505784510259,0.0389441149866413,0.231933840364886
"NTCTRL","NTCTRL_13",-0.0416297072966868,0.0593820491736653,-0.701048681815256,7,0.505901780973752,0.915205932692887,5.24175087521526e-05,1020.33601598222,3759.25262731587,TRUE,TRUE,0.0593820491736653,-0.701048681815256,0.505901780973752,0.915205932692887
"VAV1","VAV1_4",-0.0256371166398824,0.0495733525692906,-0.517155191472038,7,0.620982527124503,0.946977740199443,4.11448807881307e-05,870.33133853936,4243.54086035589,TRUE,FALSE,0.0495733525692906,-0.517155191472038,0.620982527124503,0.946977740199443
"NTCTRL","NTCTRL_21",-0.0963889646603059,0.0769011095122546,-1.25341448610629,7,0.250295889800434,0.68788367633208,8.49039761383855e-05,1775.43014168944,3626.76481958194,TRUE,TRUE,0.0769011095122546,-1.25341448610629,0.250295889800434,0.68788367633208
"FBXO45","FBXO45_5",0.000369445858001924,0.106699842944208,0.0034624779925412,7,0.997333957236453,0.999611391986671,0.000159593785043062,3279.73847741926,3525.41912345347,TRUE,FALSE,0.106699842944208,0.0034624779925412,0.997333957236453,0.999611391986671
"NTCTRL","NTCTRL_22",-0.0501693137732096,0.0578782922655,-0.866807084477757,7,0.414769500070628,0.848536076480368,4.65385546562927e-05,961.182902467917,3516.02036901038,TRUE,TRUE,0.0578782922655,-0.866807084477757,0.414769500070628,0.848536076480368
"NTCTRL","NTCTRL_51",0.0194084614820421,0.0905355387552521,0.214373954679937,7,0.836366523732595,0.977072909855668,0.000112021706312768,2235.54847128519,3440.59862592982,TRUE,TRUE,0.0905355387552521,0.214373954679937,0.836366523732595,0.977072909855668
"NTCTRL","NTCTRL_46",0.0225170788726383,0.0506075355435269,0.444935297299187,7,0.669799232248188,0.955590800334427,3.2954349773144e-05,677.572506536906,3264.85512306429,TRUE,TRUE,0.0506075355435269,0.444935297299187,0.669799232248188,0.955590800334427
"ADRB2","ADRB2_2",-0.0105914061034336,0.0522292232385724,-0.202786973397138,7,0.845069853699331,0.977072909855668,4.03922168171793e-05,810.007304766438,3752.13189587083,TRUE,FALSE,0.0522292232385724,-0.202786973397138,0.845069853699331,0.977072909855668
