gene,guide,estimate,std_error,t_value,df,p_value,fdr,rho,mean_cpm,converged,control,dispersion_boundary,raw_std_error,raw_t_value,raw_p_value,raw_fdr
MED12,MED12_5,0.3760832206872513,0.14529856913157907,2.5883477238284356,12,0.023730036857535424,0.28799635640736176,0.00008543588311583588,1053.4487831092729,true,false,false,0.14529856913157907,2.5883477238284356,0.023730036857535424,0.28799635640736176
STT3B,STT3B_3,0.2917002932209127,0.08017113606994589,3.6384702465288337,12,0.0033975674600837634,0.1133938139802956,0.000060477408506528786,2423.053750910615,true,false,false,0.08017113606994589,3.6384702465288337,0.0033975674600837634,0.1133938139802956
MED12,MED12_4,0.3767533562843721,0.17037586995061788,2.2113070142712767,12,0.04716956314357234,0.39136886338014926,0.00017906090310769552,1603.1919941932194,true,false,false,0.17037586995061788,2.2113070142712767,0.04716956314357234,0.39136886338014926
GNAS,GNAS_2,0.3809745867887624,0.13962379773641295,2.7285791746474373,12,0.018314609279280757,0.23285717512228393,0.0005478479766110295,7337.9680169445455,true,false,false,0.13962379773641295,2.7285791746474373,0.018314609279280757,0.23285717512228393
VAV1,VAV1_3,0.16514034626317076,0.23121648579627382,0.714223926094426,12,0.48874939753697233,0.965498233155955,0.00044254496142861886,2089.7926709912063,true,false,false,0.23121648579627382,0.714223926094426,0.48874939753697233,0.965498233155955
STT3B,STT3B_1,0.42412349319346104,0.23551741606582008,1.800815838922635,12,0.09689793349917981,0.5389947550891877,0.0004008295292792563,1893.933415812185,true,false,false,0.23551741606582008,1.800815838922635,0.09689793349917981,0.5389947550891877
VAV1,VAV1_5,0.16638867213179595,0.12065808897076727,1.379009675614108,12,0.19305284366776188,0.8181763374490861,0.00012135562464398685,2109.2906751282767,true,false,false,0.12065808897076727,1.379009675614108,0.19305284366776188,0.8181763374490861
PPP6C,PPP6C_1,0.21793876732266512,0.11764541163019514,1.8525054594371317,12,0.08869779213458706,0.5038789468071222,0.00007281871425848678,1339.5887247244957,true,false,false,0.11764541163019514,1.8525054594371317,0.08869779213458706,0.5038789468071222
RASA2,RASA2_5,0.2560788834209702,0.1926230222651259,1.3294303059397738,12,0.2084266195010015,0.836532992897444,0.0005491865932384571,3777.597956407453,true,false,false,0.1926230222651259,1.3294303059397738,0.2084266195010015,0.836532992897444
NFKBIA,NFKBIA_4,0.22761730299435873,0.10682041421305512,2.130840857257604,12,0.05447320850068902,0.40400962971344356,0.00021595939018995803,4823.933735080008,true,false,false,0.10682041421305512,2.130840857257604,0.05447320850068902,0.40400962971344356
VAV1,VAV1_1,0.1724997409241335,0.1545723849717749,1.115980328282003,12,0.2862794508625589,0.9347337755436348,0.00022103361234674006,2339.402228790485,true,false,false,0.1545723849717749,1.115980328282003,0.2862794508625589,0.9347337755436348
RASA2,RASA2_6,0.34560883749442756,0.15509401797385144,2.2283827707184463,12,0.04574367404844867,0.39136886338014926,0.00038833083040013027,4177.886993866896,true,false,false,0.15509401797385144,2.2283827707184463,0.04574367404844867,0.39136886338014926
GNAS,GNAS_1,0.35592030060956,0.13885745655821902,2.563206250723256,12,0.024854438601775955,0.28852761333366,0.00041428996533157783,5579.113119401429,true,false,false,0.13885745655821902,2.563206250723256,0.024854438601775955,0.28852761333366
STT3B,STT3B_4,0.24125139037396273,0.11852281351137613,2.0354848423405576,12,0.06450216254231488,0.43719562711256055,0.00009653270818507412,1752.834763031637,true,false,false,0.11852281351137613,2.0354848423405576,0.06450216254231488,0.43719562711256055
RASA2,RASA2_3,0.3339510685078179,0.11528844095926029,2.896656991188101,12,0.013409315004138054,0.23285717512228393,0.0002445907952200507,4758.398653580816,true,false,false,0.11528844095926029,2.896656991188101,0.013409315004138054,0.23285717512228393
MED12,MED12_3,0.34912721635443106,0.07329430115839701,4.763361009472331,12,0.0004614694392906439,0.03599057648572453,0.0000409504331292041,1985.9674750277063,true,false,false,0.07329430115839701,4.763361009472331,0.0004614694392906439,0.03599057648572453
PPP6C,PPP6C_4,0.012850904599284126,0.13451231540028902,0.09553701132154115,12,0.9254651778118497,0.9877709947103684,0.0000640731116283825,891.3278065618725,true,false,false,0.13451231540028902,0.09553701132154115,0.9254651778118497,0.9877709947103684
NFKBIA,NFKBIA_5,0.2995235499008234,0.15931728653036276,1.8800442589997295,12,0.08459104296943386,0.49443056747365505,0.0008664170906410388,8804.980332755042,true,false,false,0.15931728653036276,1.8800442589997295,0.08459104296943386,0.49443056747365505
TNFAIP3,TNFAIP3_6,0.3559600320619115,0.12931662012777995,2.7526239992213015,12,0.017516920294562154,0.23285717512228393,0.0004276999189452988,6644.975311159126,true,false,false,0.12931662012777995,2.7526239992213015,0.017516920294562154,0.23285717512228393
MED12,MED12_1,0.14080972713449336,0.06457284709466339,2.1806337101423945,12,0.04983723353904523,0.39136886338014926,0.000039069692407037964,2382.1757473262915,true,false,false,0.06457284709466339,2.1806337101423945,0.04983723353904523,0.39136886338014926
ALDH3B1,ALDH3B1_5,0.1097553585840866,0.10905080596086816,1.006460774104423,12,0.3340579727955364,0.9428767167566835,0.00016790882912376458,3561.088312763167,true,false,false,0.10905080596086816,1.006460774104423,0.3340579727955364,0.9428767167566835
